5,10,20,30,40,50,60
0.140259,0.066185,0.003407,0.000346,0.008506,0.001642,0.000407
0.172247,0.097864,0.049358,0.001037,0.000704,0.001037,0.000667
0.127691,0.10116,0.106605,0.00037,0.000457,0.003123,0.000284
0.115963,0.09363,0.036012,0.004765,0.034173,0.000432,0.009716
0.137358,0.086827,0.000444,0.023037,0.00058,0.000593,0.000481
0.28379,0.011395,0.020543,0.000457,0.000753,0.000543,0.001494
0.152086,0.103963,0.00316,0.000568,0.000481,0.023691,0.001469
0.244346,0.112617,0.000963,0.000716,0.000877,0.002136,0.000877
0.13984,0.178333,0.007148,0.016358,0.000914,0.000309,0.000728
0.200506,0.114654,0.018235,0.018605,0.01916,0.000395,0.000519
0.207012,0.072074,0.056049,0.000309,0.002852,0.00116,0.009346
0.181765,0.01037,0.005654,0.027605,0.000309,0.000235,0.000333
0.025333,0.150432,0.000617,0.007716,0.000617,0.00079,0.00084
0.213642,0.077593,0.000864,0.001,0.000469,0.000593,0.000469
0.01542,0.066852,0.035975,0.000691,0.000123,0.000494,0.000531
0.147296,0.026284,0.019506,0.000728,0.000099,0.000346,0.01784
0.133568,0.077556,0.020802,0.003247,0.000617,0.001827,0.001111
0.096691,0.028889,0.000444,0.000852,0.000346,0.000877,0.018086
0.164531,0.105173,0.092728,0.000704,0.00079,0.000691,0.000358
0.172617,0.126173,0.036111,0.00021,0.001346,0.000407,0.000667
0.168148,0.032827,0.036728,0.060938,0.00058,0.000778,0.007358
0.138864,0.073099,0.043519,0.000691,0.000222,0.000235,0.00021
0.184543,0.092605,0.063272,0.002259,0.000506,0.00042,0.000778
0.134481,0.085309,0.002679,0.000407,0.000259,0.000691,0.000765
0.215494,0.143741,0.040988,0.000728,0.000691,0.000247,0.000506
0.258198,0.017457,0.001827,0.001272,0.001173,0.000494,0.000531
0.167926,0.04216,0.007765,0.000494,0.02163,0.035062,0.000605
0.189494,0.018185,0.000963,0.003716,0.007049,0.00042,0.000395
0.090123,0.115975,0.008506,0.000691,0.000654,0.00079,0.000185
0.131099,0.12179,0.059951,0.007704,0.001457,0.002148,0.000321
0.215691,0.131938,0.00816,0.000556,0.006642,0.000444,0.001605
0.154222,0.112074,0.001136,0.000901,0.000173,0.000543,0.000444
0.180963,0.033469,0.000481,0.001012,0.001519,0.000321,0.000901
0.109753,0.004691,0.014889,0.000086,0.000457,0.000802,0.000185
0.169037,0.010481,0.025346,0.000481,0.037123,0.000728,0.000062
0.203123,0.154593,0.041432,0.000901,0.00037,0.000531,0.00121
0.180556,0.077198,0.006975,0.015568,0.000296,0.000605,0.001815
0.226432,0.123272,0.044827,0.019235,0.000617,0.009049,0.000247
0.083321,0.122062,0.041556,0.003444,0.000605,0.001778,0.000198
0.086543,0.132568,0.003444,0.00042,0.00216,0.000333,0.000494
0.260802,0.045185,0.032802,0.000321,0.00042,0.000469,0.00058
0.099901,0.082309,0.057667,0.011864,0.001556,0.00142,0.00016
0.08637,0.139494,0.029383,0.009111,0.000296,0.000728,0.000457
0.193728,0.00321,0.048556,0.016926,0.007247,0.001728,0.000148
0.111506,0.096395,0.012667,0.032827,0.00216,0.000543,0.004
0.182753,0.062877,0.001395,0.005086,0.000333,0.000272,0.000444
0.143605,0.138494,0.044247,0.001531,0.000741,0.000198,0.000864
0.125951,0.115778,0.068728,0.001407,0.000556,0.000333,0.00021
0.021481,0.176877,0.00137,0.003358,0.005309,0.001568,0.00058
0.145432,0.080296,0.070494,0.003049,0.000235,0.000222,0.000568
0.144593,0.012025,0.00084,0.000086,0.000494,0.000568,0.00079
0.027667,0.039333,0.036988,0.00163,0.000667,0.000383,0.000556
0.133716,0.103531,0.019568,0.000198,0.000395,0.000481,0.000309
0.148111,0.032481,0.069753,0.000185,0.000333,0.00042,0.000296
0.119235,0.081901,0.00121,0.00121,0.000086,0.001568,0.000481
0.11121,0.081605,0.001148,0.000481,0.001012,0.000296,0.00079
0.099827,0.075802,0.001321,0.00016,0.000938,0.000481,0.007272
0.130457,0.053037,0.004728,0.00121,0.000889,0.000716,0.000827
0.211074,0.043259,0.004185,0.001926,0.03737,0.000123,0.000852
0.190444,0.070654,0.024654,0.00058,0.000679,0.000346,0.000136
0.152963,0.125136,0.128457,0.001148,0.007383,0.000383,0.000407
0.229,0.032963,0.036383,0.028346,0.000358,0.000506,0.001667
0.239802,0.08942,0.002321,0.001284,0.000198,0.000457,0.001296
0.240877,0.002691,0.030642,0.049296,0.000605,0.000667,0.00084
0.061235,0.108901,0.112222,0.000765,0.000988,0.001802,0.001778
0.162346,0.050556,0.001346,0.001296,0.000605,0.000765,0.001877
0.142951,0.149432,0.002062,0.047321,0.001123,0.002012,0.00042
0.238111,0.066,0.003012,0.004395,0.000222,0.001988,0.00021
0.048432,0.056333,0.032716,0.000531,0.005852,0.001383,0.000148
0.167235,0.079864,0.00263,0.025926,0.00021,0.000383,0.000432
0.193099,0.026,0.008148,0.001901,0.018025,0.000148,0.000556
0.148333,0.061123,0.080062,0.025123,0.000457,0.006889,0.000432
0.142938,0.15416,0.062802,0.000383,0.002938,0.009679,0.000407
0.097802,0.145407,0.000963,0.001605,0.001827,0.000346,0.000654
0.11721,0.089691,0.002136,0.001864,0.000383,0.001309,0.00021
0.157889,0.078247,0.030864,0.046309,0.002691,0.000457,0.000519
0.036506,0.019025,0.000765,0.000827,0.000407,0.000728,0.000877
0.110988,0.099037,0.000593,0.00037,0.048753,0.000506,0.00042
0.043185,0.002543,0.001457,0.000852,0.000321,0.000309,0.011691
0.034654,0.117136,0.014531,0.000358,0.00858,0.000309,0.000481
0.08079,0.041617,0.060222,0.004506,0.000395,0.000728,0.00042
0.148321,0.043284,0.010481,0.00016,0.000296,0.000444,0.000185
0.139198,0.080284,0.024568,0.000679,0.010765,0.00184,0.00063
0.180914,0.092901,0.018222,0.009506,0.00084,0.000321,0.000469
0.21516,0.078938,0.017185,0.001593,0.000383,0.000543,0.000346
0.195877,0.092235,0.001037,0.000556,0.006346,0.000556,0.000654
0.107864,0.07337,0.073173,0.093284,0.00037,0.002074,0.000778
0.243247,0.082012,0.000395,0.002235,0.000284,0.000741,0.001617
0.070951,0.09779,0.006111,0.001395,0.000975,0.008531,0.001543
0.101679,0.054778,0.000815,0.000494,0.000407,0.000235,0.001815
0.205025,0.053025,0.017605,0.000259,0.000198,0.000988,0.000259
0.045728,0.090975,0.001247,0.011296,0.000407,0.013877,0.000259
0.200617,0.066383,0.060988,0.002852,0.000259,0.000185,0.000407
0.127975,0.088963,0.008333,0.036531,0.00142,0.000407,0.000654
0.140469,0.119025,0.053568,0.016938,0.003185,0.00184,0.000889
0.17958,0.059765,0.133667,0.003358,0.000519,0.000247,0.001432
0.026309,0.106284,0.045296,0.000716,0.000272,0.026395,0.000247
0.16321,0.02584,0.00816,0.001531,0.000272,0.000321,0.001593
0.141296,0.111901,0.000543,0.001432,0.000383,0.000148,0.000667
0.117506,0.003457,0.035728,0.025136,0.000506,0.000321,0.00184
