5,10,20,30,40,50,60
0.196926,0.116259,0.057877,0.038123,0.001877,0.002765,0.000716
0.114099,0.072593,0.053296,0.002679,0.016111,0.001037,0.000914
0.177975,0.104469,0.02021,0.053889,0.00184,0.000914,0.000716
0.185765,0.070296,0.043222,0.017074,0.002765,0.023309,0.001123
0.206519,0.019691,0.051704,0.024988,0.00084,0.00416,0.001099
0.128938,0.153111,0.008605,0.004346,0.010025,0.001321,0.001185
0.230012,0.091272,0.062988,0.047111,0.00158,0.00263,0.001247
0.181691,0.076296,0.06716,0.003704,0.001037,0.00121,0.00137
0.192815,0.02242,0.007198,0.001321,0.023765,0.000654,0.000852
0.220988,0.152642,0.055765,0.029951,0.001494,0.000877,0.000691
0.191691,0.016148,0.038395,0.00737,0.001556,0.001198,0.000889
0.187963,0.061173,0.007753,0.001506,0.00084,0.005728,0.000852
0.156901,0.121395,0.025815,0.037778,0.000716,0.000802,0.001333
0.158383,0.109889,0.008457,0.025173,0.002037,0.000914,0.000827
0.254802,0.048272,0.033358,0.007877,0.003568,0.001556,0.000605
0.170519,0.129407,0.003407,0.009765,0.001148,0.009086,0.000914
0.226346,0.121407,0.025148,0.025654,0.000951,0.001963,0.000691
0.211025,0.084667,0.01621,0.001111,0.00142,0.000975,0.001062
0.128963,0.092185,0.028988,0.008198,0.001642,0.001062,0.000704
0.15216,0.116457,0.099025,0.001951,0.025444,0.001259,0.000951
0.094852,0.026506,0.002605,0.043901,0.019716,0.000988,0.001506
0.072605,0.041321,0.031543,0.023963,0.001,0.000889,0.008222
0.173383,0.123309,0.047037,0.003778,0.002642,0.00384,0.000778
0.195494,0.072864,0.041173,0.029704,0.001296,0.000778,0.001222
0.09342,0.096963,0.009605,0.004667,0.006494,0.001531,0.000926
0.144901,0.083864,0.037173,0.043284,0.00216,0.000975,0.028654
0.220765,0.090617,0.100506,0.025247,0.001136,0.001222,0.001556
0.203568,0.120259,0.051914,0.030568,0.001642,0.000778,0.000815
0.218444,0.155765,0.024667,0.004469,0.001235,0.001975,0.001173
0.15884,0.168148,0.061198,0.002827,0.015148,0.000827,0.001012
0.147543,0.09379,0.062901,0.005753,0.001506,0.001049,0.000753
