read length,100,200,500,1000,1500
215,8.267549,4.029467,3.052977,2.760445,6.210206
480,14.395119,8.563198,5.171537,5.048387,21.010913
580,15.459703,6.212182,6.28122,5.140754,24.189638
800,24.051157,7.944066,6.854278,6.76945,34.139918
815,23.323995,9.245833,7.019616,6.316377,33.47666
885,24.853353,9.673103,7.51146,6.760213,38.813299
1055,34.505771,21.388243,36.069037,69.874543,79.220862
1075,34.287561,21.312524,29.065829,41.725119,77.225014
1130,31.310261,11.243466,10.489624,12.491837,79.414871
1140,31.303755,11.161839,10.933532,12.4978,80.195024
1215,40.850111,20.985162,45.843877,93.130164,95.769975
1320,39.722885,22.03257,33.514359,46.35237,93.886456
1370,47.424331,25.641878,38.601889,85.584733,117.310138
1385,45.047173,28.348596,48.246333,68.734599,106.662161
1415,46.026097,14.27864,11.452449,15.247045,124.374427
1425,42.017899,14.771063,12.85692,14.288337,105.319846
1495,66.55362,86.146061,219.173246,333.725583,117.686018
1500,44.105442,19.285421,26.971772,31.966202,109.787315
1505,44.975515,18.649353,21.915079,41.960311,111.140287
1530,46.655472,14.530208,14.546648,16.286837,115.990339
1535,45.766466,23.373229,30.506108,58.079694,115.005675
1575,44.915228,22.735726,14.695744,15.185186,113.909128
1580,116.121899,77.141974,163.105365,344.520551,76.664569
1600,66.947382,14.778051,14.008537,16.233775,135.026761
1685,48.291,15.914384,14.847392,17.253016,114.221269
1715,54.263414,46.414118,104.758202,160.343926,155.954298
1735,48.466592,27.058117,33.492463,51.856864,112.156716
1745,56.439572,24.382575,34.590872,48.32435,125.17349
1800,68.576848,81.912445,166.213325,381.680512,325.545143
1840,62.085784,68.158189,169.938433,352.367248,336.446254
1880,54.180233,21.667728,26.685698,36.895729,117.936889
1895,52.716628,23.825183,15.610999,20.149948,120.915805
1900,75.250027,71.391911,199.103614,428.964,367.972544
1905,54.87149,18.85493,17.805018,20.85566,130.186918
1955,59.12679,18.293751,17.147482,22.609543,133.693177
1975,56.828646,19.733712,17.391761,22.560259,130.12008
1985,58.267818,18.170393,17.136891,22.999468,137.307344
2110,64.996485,21.428444,19.302706,23.113056,145.7585
2110,61.374237,20.057452,18.771592,22.396827,139.316476
2120,57.611479,23.961136,26.254573,33.806187,130.413432
2140,68.543315,31.294258,38.16982,54.278692,159.756156
2145,62.051213,20.967256,19.185769,25.552239,136.353388
2155,67.064966,23.482252,32.726743,58.078023,147.857686
